root_seed,time,previous_q,regime,control,preview_mode,unique_optimal_executions,optimal_executed_ids,any_optimum_legal_q1,all_optima_legal_q1,fraction_optimal_executions_legal_q1,on_executed,no_q_bias_executed,on_one_step_B,no_q_bias_choice_one_step_B,strict_ranking_reversal,proxy_exploitation_witness
1,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,11,0.125,0.125,True,False
1,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.125,0.125,True,False
1,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,11,0.125,0.125,True,False
2,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
2,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
2,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
2,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
3,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
3,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
4,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,0,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,0,1,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,0,1,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,0,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,0,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
4,6,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
4,6,1,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
5,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,0,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,0,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,0,0,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,0,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,0,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,0,1,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,0,1,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,6,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,6,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,6,0,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,6,0,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
5,6,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,6,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,6,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
5,6,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
5,6,1,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
6,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
6,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
6,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
7,0,0,NOMINAL,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,NOMINAL,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,NOMINAL,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,PHYSICAL_SHIFT,channel0,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,PHYSICAL_SHIFT,median,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,PHYSICAL_SHIFT,channel2,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,COMMON_BIAS,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,COMMON_BIAS,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,0,COMMON_BIAS,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,NOMINAL,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,NOMINAL,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,NOMINAL,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,PHYSICAL_SHIFT,channel0,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,PHYSICAL_SHIFT,median,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,PHYSICAL_SHIFT,channel2,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,COMMON_BIAS,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,COMMON_BIAS,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,0,1,COMMON_BIAS,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,NOMINAL,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,NOMINAL,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,NOMINAL,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,PHYSICAL_SHIFT,channel0,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,PHYSICAL_SHIFT,median,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,PHYSICAL_SHIFT,channel2,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,COMMON_BIAS,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,COMMON_BIAS,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,0,COMMON_BIAS,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,NOMINAL,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,NOMINAL,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,NOMINAL,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,PHYSICAL_SHIFT,channel0,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,PHYSICAL_SHIFT,median,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,PHYSICAL_SHIFT,channel2,nominal,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,COMMON_BIAS,channel0,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,COMMON_BIAS,median,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
7,6,1,COMMON_BIAS,channel2,faithful,2,"[20, 36]",True,True,1.0,20,20,0.0,0.0,False,False
8,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,0,0,NOMINAL,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,0,NOMINAL,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
